00000e4bd1b52c21d50affb32632d2ac4a248dc8384d1436e601975016bf7be0,a30ec90d96bb4a159d81d9c8c23d49f7,5,000000007d6f8f91d54104a09ecbc62fd6b360b4cb04aec293220e4eb02c8f83
00000ecabc61efa4ba03e50c9dc1b3bfd7b011bc39af04e6b5cbf8c2092788dc,f6a908e84af545d0809cfb13d66940d2,5,000000007d6f8f91d54104a09ecbc62fd6b360b4cb04aec293220e4eb02c8f83
0000f2e11056d14d5c928696c618dca72f4108c10f32c02585c6a07c6ea0e4c1,7f2f85cb8b2d471abee520a65e50fe66,4,000000007d6f8f91d54104a09ecbc62fd6b360b4cb04aec293220e4eb02c8f83
00002ac0da8d4e87efd584e12993613dbbac9ec77f70e5480139dbd72e05fd2b,675b64cc32cd48d68d5a1855c757c832,4,000000007d6f8f91d54104a09ecbc62fd6b360b4cb04aec293220e4eb02c8f83
0000e9c01ae0d2064e087e286d330994f932140bdf1cd3e82b10fcb08ccc35be,818d428e576449ac9507799277e7f885,4,000000007d6f8f91d54104a09ecbc62fd6b360b4cb04aec293220e4eb02c8f83
000004a3956f40ab75cc42b1e942dd307cc657311d7a030eb6b7e2718cddc1a6,57f5f2f26498493c838a8c89340f1fb0,5,0000f2e11056d14d5c928696c618dca72f4108c10f32c02585c6a07c6ea0e4c1
00000db1b6d50aa6a1158b4a8dfb61e00b6f4b2c2a8e5fc4d2289080b52195fa,e81a614008fc4950ba55d49418a05129,5,00002ac0da8d4e87efd584e12993613dbbac9ec77f70e5480139dbd72e05fd2b
00000673c06f9dbddac0f252aafe7672480b8b0dcdc40d39948d658b6402dba3,f68549e3f1134d99932ef33c4de84c9d,5,0000e9c01ae0d2064e087e286d330994f932140bdf1cd3e82b10fcb08ccc35be
00005443d23d64c6ba4cb45a8e7a6033c733383f2d296e0445d017557cb72bc8,04095edfc63d410bada1625e1227a318,4,000000007d6f8f91d54104a09ecbc62fd6b360b4cb04aec293220e4eb02c8f83
0000efc0330865340a31b817d7c22bd81a8f7c90379c65d5c88c582f59db4f52,8384d0de97b641999bf188ec8c925e7c,4,000000007d6f8f91d54104a09ecbc62fd6b360b4cb04aec293220e4eb02c8f83
0000e7256bec33576b9299a316189a15ca083a386723fa12634425a55a63b689,564b773b369346efaf9d11d9552aeb88,4,000000007d6f8f91d54104a09ecbc62fd6b360b4cb04aec293220e4eb02c8f83
00003393b1d5215802efd9755e12584984bdd534cb83c45ddf7068a6ae1baf54,e62485eee10a42e58b40972f16897337,4,000000007d6f8f91d54104a09ecbc62fd6b360b4cb04aec293220e4eb02c8f83
000081e14c922fda47eda90287b1ab7512fbf65fce3d94318c5819b7014b5a2f,66c3bb720ac34977b06edb3bd00e3065,4,000000007d6f8f91d54104a09ecbc62fd6b360b4cb04aec293220e4eb02c8f83
000096f592f4e6eb26a1f094fbbe4419ac05523c8a78fc1f1750e147a3cfd3ab,91ca02a6d2434d7696ced7982e1b6c55,4,000000007d6f8f91d54104a09ecbc62fd6b360b4cb04aec293220e4eb02c8f83
0000081ef719725786100596395d080b4329209c132f4ccd68e802f9dc315fb9,80bfd66a75484405ba85b0cc5c27132a,5,0000e7256bec33576b9299a316189a15ca083a386723fa12634425a55a63b689
00000ee570fd9e1317eede4f2e4460788730733d8fe6a51bd82fd8aa6c36d985,4a11b958b3e149adbea5a29e1ce99ae6,5,00005443d23d64c6ba4cb45a8e7a6033c733383f2d296e0445d017557cb72bc8
000001581c9d6401f553a0ce1595908c48f90662124a4dc53822f8fa3db7b709,eb5e23b640af45c883c5b0f5d18b42fb,5,0000efc0330865340a31b817d7c22bd81a8f7c90379c65d5c88c582f59db4f52
00000ca5249d1d3d3df9c03110f8497866625636b393ff422fa1cc43948cd65a,c0994a7ac58a4103b83b90ad8e57aee6,5,000081e14c922fda47eda90287b1ab7512fbf65fce3d94318c5819b7014b5a2f
000000b8997d1df6f5d150fb43dade22d1dcbcfe5a7acb63ed0ac2ebd50b9fa4,b0da174b235f49d5a4568b038ac3035f,6,000096f592f4e6eb26a1f094fbbe4419ac05523c8a78fc1f1750e147a3cfd3ab
00000063ffb26ee3ebd66b2c43faca0e7f3cb8a8b537027a333d17ad892e4455,d5bf3a09e3b3443ea682b38a13cbe8cc,6,00000ee570fd9e1317eede4f2e4460788730733d8fe6a51bd82fd8aa6c36d985
0000068a4ee37b421450ebf7f8471d76884d4e15f0d9f69a4f5e3f98571d951b,cdeedacbc9d84540937f344af982e635,5,00003393b1d5215802efd9755e12584984bdd534cb83c45ddf7068a6ae1baf54
000000037df407c804ff2b7b0e733b632418c67cc24957b47c3ff58d4e7264aa,07b5c1af99594454b9247b8350771d97,7,0000068a4ee37b421450ebf7f8471d76884d4e15f0d9f69a4f5e3f98571d951b
