Price,SMA_X,EMA_X,TBR_X,VOL_X,MOM_X,SMA_Y,Increase in 14 days
351.75,346.2558333333339,349.96098031555056,-0.007001100979589584,0.016751373267179466,6.899999999999977,351.87666666666684,1
351.47,346.7150000000006,350.19313719008125,-0.007791547864381873,0.0172307363451178,5.510000000000048,351.2787500000002,1
356.99,348.09416666666726,351.2388083916072,0.0,0.018010578285722487,16.55000000000001,351.1179166666668,1
368.03,350.30166666666724,353.82206863905225,0.0,0.02283247430297551,26.489999999999952,351.5316666666668,1
368.03,352.69250000000056,356.0079042330442,0.0,0.024461850902238607,28.689999999999998,351.9225000000002,1
368.03,355.0375000000006,357.85745742796047,0.0,0.024372902273099465,28.139999999999986,352.35958333333355,1
375.75,358.0258333333339,360.6101562851973,0.0,0.025381752503820194,35.860000000000014,353.1183333333335,1
372.44,360.32500000000056,362.4301322413208,-0.008809048569527618,0.024844564028210215,27.589999999999975,353.7391666666668,1
371.34,362.11833333333385,363.80088112727145,-0.01173652694610785,0.024363967436063855,21.519999999999982,354.29083333333347,1
372.44,363.68166666666724,365.12997633846044,-0.008809048569527618,0.024337067248279543,18.75999999999999,354.84250000000014,1
368.58,364.9233333333339,365.66074920946653,-0.01908183632734535,0.023002356121692775,14.899999999999977,355.3254166666668,1
365.82,365.8891666666673,365.68524933108705,-0.02642714570858285,0.021181907809701875,11.589999999999975,355.78500000000014,1
366.37,367.1075000000006,365.7905955878429,-0.024963406520292736,0.017641189694927655,14.620000000000005,356.68166666666684,1
366.37,368.34916666666726,365.87973472817475,-0.024963406520292736,0.012161436111316001,14.899999999999977,357.53208333333356,1
370.23,369.4525000000006,366.54900630845555,-0.014690618762475002,0.007841142686478867,13.240000000000009,358.77333333333354,1
374.65,370.0041666666673,367.7953130302316,-0.0029274783765802334,0.008619112817694589,6.6200000000000045,360.15291666666684,1
377.96,370.83166666666733,369.3591110255806,0.0,0.010245633345755394,9.930000000000007,361.76208333333346,1
382.37,372.0266666666673,371.36078625241436,0.0,0.013015975495603687,14.340000000000032,363.5320833333335,0
385.13,372.808333333334,373.479126828966,0.0,0.01609173908381218,9.379999999999995,365.4170833333335,0
390.1,374.2800000000007,376.03618423989434,0.0,0.020475327315590097,17.660000000000025,367.3025000000002,0
388.99,375.750833333334,378.0290789722183,-0.002845424250192293,0.022874765741591193,17.650000000000034,368.9345833333335,0
385.13,376.8083333333341,379.1215283611078,-0.012740322994104145,0.023614459467721484,12.689999999999998,370.2450000000001,1
382.37,377.9575000000007,379.62129322862967,-0.019815431940528115,0.022881445159333397,13.79000000000002,371.4404166666668,1
377.41,378.9233333333341,379.28109427037896,-0.0325301204819277,0.020714015098057814,11.590000000000032,372.40625000000017,1
379.61,380.0266666666674,379.3316951518591,-0.026890540886952086,0.018096827406758307,13.240000000000009,373.5670833333335,1
382.37,381.36000000000075,379.7991266669577,-0.019815431940528115,0.014466034369420044,16.0,374.85458333333355,1
385.68,382.6475000000008,380.7038764105027,-0.011330428095360204,0.011690035340254267,15.449999999999989,376.05000000000024,0
380.72,383.15333333333416,380.706356962733,-0.024045116636759793,0.010017788072607163,6.07000000000005,376.5787500000002,0
376.3,383.01500000000084,380.02845589154333,-0.03537554473212,0.010566821468250132,-1.6599999999999682,376.92333333333346,1
378.51,382.69333333333424,379.79484729284434,-0.029710330684439967,0.011065725247053142,-3.8600000000000136,377.3600000000001,0
380.72,382.32583333333423,379.9371784785606,-0.024045116636759793,0.010981664627148276,-4.409999999999968,377.5670833333334,0
380.72,381.54416666666754,380.05761255878207,-0.024045116636759793,0.00915279923115467,-9.379999999999995,377.9120833333334,0
381.82,380.94666666666757,380.3287490882002,-0.01843235044602693,0.0070558103662418815,-7.170000000000016,378.34875000000005,0
387.89,381.1766666666676,381.4920184592463,0.0,0.008183739722171146,2.759999999999991,378.9925,0
388.99,381.7283333333342,382.64555408090075,0.0,0.009939308563747282,6.6200000000000045,379.84291666666667,1
387.89,382.6016666666676,383.4523919146083,-0.002827836191161785,0.010204235956465406,10.479999999999961,380.7625,1
388.44,383.33750000000094,384.21971623543783,-0.0014139180955808925,0.010690975742896125,8.829999999999984,381.6820833333333,1
392.86,384.21166666666755,385.54899066075507,0.0,0.012619894977470845,10.490000000000009,382.7858333333333,0
392.31,384.76416666666756,386.58914594371583,-0.0013999898182558961,0.013872479039454932,6.6299999999999955,383.70583333333326,0
391.75,385.68333333333425,387.38312349083645,-0.002825433996843694,0.014283799505731802,11.029999999999973,384.4183333333333,0
384.58,386.3733333333342,386.95187372301547,-0.021076210354833858,0.01231420844653457,8.279999999999973,384.69416666666666,0
379.61,386.4650000000008,385.8223546887054,-0.03372702743980044,0.011938778573415547,1.1000000000000227,384.57916666666665,1
382.37,386.6025000000008,385.29122319813536,-0.026701623988189198,0.0115435726216729,1.6499999999999773,384.4641666666667,1
377.41,386.32666666666745,384.0787273214992,-0.03932698671282388,0.012680516972950317,-3.3100000000000023,383.9354166666667,1
372.99,385.5908333333341,382.3727692720378,-0.0505778139795347,0.015686825412191643,-8.829999999999984,383.26875,1
377.96,384.76333333333406,381.69388169172424,-0.037926996894568125,0.01650189609663845,-9.930000000000007,382.97,1
380.72,384.07416666666745,381.5440537391513,-0.030901593442956742,0.016407756290007836,-8.269999999999982,382.90124999999995,1
384.58,383.7983333333341,382.0111223946665,-0.021076210354833858,0.01615525859818714,-3.3100000000000023,383.2,0
393.96,384.2583333333341,383.84941125702545,0.0,0.017465761833445708,5.519999999999982,383.7979166666666,0
397.27,384.6258333333341,385.91411721748307,0.0,0.018901014017203625,4.409999999999968,384.4187499999999,0
394.51,384.8091666666674,387.23656072248565,-0.006947416114984749,0.01945333190319398,2.1999999999999886,384.7866666666666,0
385.13,384.2575000000008,386.91247445748786,-0.030558562186925736,0.0187170297772254,-6.6200000000000045,384.97041666666655,0
386.79,384.44166666666746,386.893632233259,-0.026380043798927586,0.018796801322883454,2.2100000000000364,385.40749999999997,0
382.93,384.71833333333416,386.28384265891145,-0.03609635764089907,0.01845094061128636,3.319999999999993,385.59166666666664,0
383.48,384.8108333333342,385.85248224984815,-0.0347119087774057,0.018384104967223043,1.1100000000000136,385.70666666666665,0
387.89,385.6841666666676,386.1659465191023,-0.023611146071940987,0.017491320522630447,10.479999999999961,386.00541666666663,0
386.24,386.78833333333426,386.17733936231735,-0.027764492662420957,0.01436889928186602,13.25,386.1895833333333,0
384.03,387.29416666666754,385.84697946042235,-0.03332745991391248,0.01285094656499955,6.069999999999993,386.02875,0
382.37,387.4316666666675,385.3120595434343,-0.037505978301910485,0.01242460407192078,1.6499999999999773,385.75291666666675,0
384.03,387.3858333333342,385.1148196136752,-0.03332745991391248,0.01250212767753273,-0.5500000000000114,385.59208333333345,0
388.44,386.92583333333414,385.6263858269559,-0.022226697208447617,0.01148142229153914,-5.519999999999982,385.59208333333345,0
380.17,385.5008333333341,384.78694185357807,-0.04304377375588382,0.009204758438080928,-17.099999999999966,385.06333333333345,0
370.23,383.4775000000007,382.547412337643,-0.0615447010215203,0.0119974732103097,-24.279999999999973,384.14333333333343,0
360.85,381.4541666666674,379.20934890108254,-0.07102770054577277,0.0202237591092721,-24.279999999999973,382.85583333333346,0
365.82,379.7066666666674,377.1494490701468,-0.05823293172690764,0.022724747592781404,-20.970000000000027,382.07416666666677,0
367.48,378.4191666666673,375.6618415208934,-0.053959427453403305,0.024275627133550748,-15.449999999999989,381.5687500000001,0
369.68,377.2691666666674,374.74155820998675,-0.04829574709092779,0.02476554851270705,-13.800000000000011,381.04,0
364.72,375.33833333333405,373.19978002383493,-0.06106477190814533,0.02489226038910419,-23.16999999999996,380.51125,0
360.85,373.22250000000076,371.29981386632187,-0.07102770054577277,0.02547570027884195,-25.389999999999986,380.0054166666667,0
366.37,371.7508333333341,370.5413809638108,-0.05681701163628873,0.024420726411857118,-17.659999999999968,379.5225000000001,0
370.23,370.7391666666675,370.4934762001476,-0.04687982700030888,0.02291762576334113,-12.139999999999986,379.0854166666668,0
365.82,369.2216666666675,369.77447986166334,-0.05823293172690764,0.020480778891012876,-18.20999999999998,378.3037500000001,0
362.51,367.06083333333413,368.6568675752536,-0.06675419627226858,0.013754302115592946,-25.930000000000007,376.9933333333335,0
354.79,364.9458333333341,366.5235033329069,-0.06675960754399346,0.012020011114722777,-25.379999999999995,375.2233333333335,0
344.85,362.8308333333341,363.1891182047674,-0.06855198120087512,0.01871234669492917,-25.379999999999995,373.15416666666687,1
343.75,361.40583333333416,360.1984846348032,-0.0715231072576507,0.023815006804738484,-17.100000000000023,371.43000000000023,1
342.65,359.4750000000008,357.4987177679104,-0.07449423331442627,0.02754461261065196,-23.170000000000016,369.5908333333335,1
344.3,357.54333333333415,355.4681458036165,-0.07003754422926291,0.02908743563913908,-23.180000000000007,367.9812500000001,1
344.3,355.42833333333414,353.749969526137,-0.07003754422926291,0.0289706177606925,-25.379999999999995,366.3487500000001,0
348.72,354.09500000000077,352.9761280605775,-0.058099019528401234,0.028354527164166258,-16.0,364.71666666666675,0
343.2,352.62416666666746,351.47210835895015,-0.07300867028603848,0.029021941785617178,-17.650000000000034,362.92333333333346,0
342.65,350.6475000000008,350.11486091911166,-0.07449423331442627,0.027556901198828802,-23.720000000000027,361.19916666666677,0
346.51,348.6708333333341,349.56026693155604,-0.06406828187883215,0.022017106550023716,-23.720000000000027,359.7050000000001,0
346.51,347.0616666666674,349.09099509593204,-0.052785522934776674,0.016356207384240193,-19.310000000000002,358.1416666666667,0
346.51,345.7283333333341,348.6939189273271,-0.04413671346997324,0.009409976053880645,-16.0,356.3945833333334,0
344.3,344.8541666666674,348.017931400046,-0.029566785986076295,0.005144106729932558,-10.490000000000009,354.90000000000003,0
344.3,344.8083333333341,347.4459419538851,-0.012674925441615094,0.005163955732190969,-0.5500000000000114,353.81958333333336,0
345.96,344.99250000000075,347.2173354994412,-0.007914659325533516,0.0051475648453348,2.2099999999999795,353.1991666666666,0
352.58,345.8200000000008,348.0423608072195,0.0,0.007545672272295683,9.930000000000007,352.6475,0
355.34,346.74000000000075,349.16507452918574,0.0,0.010526737888886521,11.039999999999964,352.14166666666665,0
354.79,347.6141666666674,350.0304476785418,-0.0015478133618504941,0.012021490682746765,10.490000000000009,351.52125,0
349.82,347.70583333333406,349.9980711126123,-0.015534417740755284,0.012119466764918327,1.099999999999966,350.9004166666667,1
340.99,347.5216666666674,348.6122140183643,-0.04038385771373886,0.012801113450126201,-2.2099999999999795,350.0729166666667,1
339.34,347.245833333334,347.18571955400057,-0.04502729779929082,0.013905331880233601,-3.3100000000000023,348.94666666666666,1
331.61,346.0041666666673,344.78945500723125,-0.0667811110485731,0.01875285559353637,-14.899999999999977,347.33750000000003,1
336.03,345.1308333333339,343.4418465445803,-0.05434232003151912,0.020407564797247958,-10.480000000000018,346.09625000000005,1
329.4,343.70500000000055,341.28156246079874,-0.07300050655710025,0.023998799670420654,-17.110000000000014,344.7166666666667,1
334.92,342.92333333333386,340.3028605437528,-0.057466088816344796,0.02505622495165529,-9.379999999999995,343.88875,1
324.99,341.3141666666672,337.9470358447139,-0.08541115551302969,0.028986549979160742,-19.310000000000002,343.06125,1
329.96,339.9808333333338,336.7182610993733,-0.07142455113412506,0.030146736344498028,-16.0,342.4866666666666,1
333.82,338.41750000000053,336.2723747763928,-0.06056171554004611,0.028425617378231762,-18.75999999999999,342.1187499999999,1
336.03,336.80833333333385,336.2350863492554,-0.05434232003151912,0.024222858717299813,-19.310000000000002,341.7741666666666,1
334.92,335.15250000000054,336.0327653724469,-0.05600496068096621,0.018191084882933518,-19.870000000000005,341.3833333333332,1
340.99,334.4166666666672,336.7954168536089,-0.025241552798582083,0.013878613477687273,-8.829999999999984,341.06124999999986,1
349.82,335.15250000000054,338.7991988761306,0.0,0.018191084882933518,8.829999999999984,341.33708333333317,1
357.54,336.6691666666672,341.6823990490336,0.0,0.025753492935517687,18.200000000000045,341.9574999999999,1
353.13,338.46250000000055,343.44356842610534,-0.012334284275885284,0.028401524193011972,21.519999999999982,342.2333333333332,1
355.89,340.1175000000006,345.35840405285836,-0.004614868266487761,0.03145897449532192,19.860000000000014,342.6241666666665,1
358.65,342.5550000000005,347.40326496780324,0.0,0.0329747757864732,29.25,343.1299999999998,1
353.13,344.0725000000005,348.2843011266027,-0.015391049769970674,0.03310588712226265,18.20999999999998,343.49791666666647,1
354.79,346.55583333333385,349.28517787635616,-0.010762581904363466,0.029258112992239377,29.80000000000001,343.9349999999998,1
