357.54,0
356.44,0
358.1,0
352.03,1
353.13,1
350.37,1
345.96,1
352.58,1
360.85,1
360.85,0
359.2,0
355.89,1
352.03,1
350.37,1
348.16,1
341.54,1
352.58,1
352.58,1
354.79,1
361.41,1
360.85,1
361.96,1
361.96,1
358.65,1
357.54,1
363.61,1
369.13,1
370.23,1
371.34,1
374.65,1
380.17,1
386.24,0
388.99,0
391.75,0
391.2,0
385.68,1
387.89,1
387.34,1
387.34,1
395.62,1
390.65,1
386.24,1
389.55,1
385.68,1
388.99,0
385.68,0
386.79,0
386.79,0
386.79,0
395.62,0
395.06,0
402.24,0
402.24,0
403.89,0
403.89,0
399.48,0
396.72,0
387.34,0
388.44,0
381.27,0
382.93,0
377.41,0
371.34,1
367.48,1
374.1,0
371.34,0
374.1,0
368.03,0
369.13,0
366.92,0
369.68,0
368.58,0
368.58,0
368.03,0
368.03,0
372.44,0
371.89,0
371.34,0
365.82,0
363.61,0
365.82,0
360.85,0
359.2,0
358.1,0
355.89,0
357.54,0
361.41,0
356.99,1
350.92,1
347.61,1
347.61,1
341.54,1
344.85,1
347.61,1
346.51,1
343.2,1
347.06,1
345.96,1
345.41,1
350.37,1
355.61,1
358.1,1
359.75,1
363.06,1
363.61,1
366.37,0
372.99,0
366.92,0
365.82,0
366.92,0
366.37,0
366.92,0
366.92,0
364.72,0
366.92,0
369.13,0
365.27,0
363.61,0
365.27,0
361.41,0
365.27,0
365.82,0
360.85,0
358.1,0
358.65,0
357.54,0
357.54,0
357.54,0
358.1,0
359.2,0
356.99,0
354.79,0
344.85,1
345.96,1
340.44,1
341.54,1
339.34,1
339.89,1
339.89,1
344.85,1
349.82,1
353.68,1
353.68,1
354.23,1
351.75,1
351.47,1
356.99,1
368.03,1
368.03,1
368.03,1
375.75,1
372.44,1
371.34,1
372.44,1
368.58,1
365.82,1
366.37,1
366.37,1
370.23,1
374.65,1
377.96,1
382.37,0
385.13,0
390.1,0
388.99,0
385.13,1
382.37,1
377.41,1
379.61,1
382.37,1
385.68,0
380.72,0
376.3,1
378.51,0
380.72,0
380.72,0
381.82,0
387.89,0
388.99,1
387.89,1
388.44,1
392.86,0
392.31,0
391.75,0
384.58,0
379.61,1
382.37,1
377.41,1
372.99,1
377.96,1
380.72,1
384.58,0
393.96,0
397.27,0
394.51,0
385.13,0
386.79,0
382.93,0
383.48,0
387.89,0
386.24,0
384.03,0
382.37,0
384.03,0
388.44,0
380.17,0
370.23,0
360.85,0
365.82,0
367.48,0
369.68,0
364.72,0
360.85,0
366.37,0
370.23,0
365.82,0
362.51,0
354.79,0
344.85,1
343.75,1
342.65,1
344.3,1
344.3,0
348.72,0
343.2,0
342.65,0
346.51,0
346.51,0
346.51,0
344.3,0
344.3,0
345.96,0
352.58,0
355.34,0
354.79,0
349.82,1
340.99,1
339.34,1
331.61,1
336.03,1
329.4,1
334.92,1
324.99,1
329.96,1
333.82,1
336.03,1
334.92,1
340.99,1
349.82,1
357.54,1
353.13,1
355.89,1
358.65,1
353.13,1
354.79,1
355.34,1
360.3,0
363.06,0
360.3,0
352.58,1
355.34,0
358.65,0
363.06,0
365.27,0
363.06,0
364.72,0
361.41,0
362.51,0
360.85,0
365.82,0
357.54,0
354.79,1
353.13,1
353.68,1
351.47,1
343.2,1
337.68,1
344.3,1
352.03,1
350.37,1
353.13,1
353.13,1
358.1,1
359.75,1
357.54,1
359.2,1
362.51,1
355.89,1
358.65,1
358.1,1
358.1,1
360.85,1
361.96,1
361.41,1
363.06,1
371.34,1
375.2,1
375.2,1
377.41,0
377.96,0
380.72,0
381.27,0
380.72,0
383.48,0
